identified_name,identified_rank,identified_no,accepted_name,accepted_rank,accepted_no,early_interval,max_ma,min_ma,reference_no,cc,state
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Thamnosia spinosa,species,123463,Thamnosia spinosa,species,123463,Sakmarian,295.5,290.1,27298,CA,Yukon
Callaiapsida pentameroides,species,185424,Callaiapsida pentameroides,species,185423,Sakmarian,295.5,290.1,27298,CA,Yukon
Tumarinia yukonica,species,201730,Tumarinia yukonica,species,201730,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Dielasma brevicostatum,species,192361,Dielasma brevicostatum,species,192361,Sakmarian,295.5,290.1,27298,CA,Yukon
Etheripecten sp. B informal,genus,16645,Etheripecten,genus,16645,Sakmarian,295.5,290.1,27298,CA,Yukon
Tabantalites bifurcatus,species,126310,Tabantalites bifurcatus,species,126310,Sakmarian,295.5,290.1,27298,CA,Yukon
Dyoros (Dyoros) pseudotrapezoidalis,species,140134,Dyoros (Dyoros) pseudotrapezoidalis,species,140132,Sakmarian,295.5,290.1,27298,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Stenoscisma mutabilis,species,177508,Stenoscisma mutabilis,species,177507,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella saranae,species,128887,Spiriferella saranae,species,128885,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Anemonaria auriculata,species,201718,Anemonaria auriculata,species,201718,Sakmarian,295.5,290.1,27298,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Sakmarian,295.5,290.1,27298,CA,Yukon
Neospirifer sp.,genus,29458,Neospirifer,genus,29458,Sakmarian,295.5,290.1,27298,CA,Yukon
Sowerbina bullocki,species,128881,Bruntonia bullocki,species,128880,Artinskian,290.1,279.3,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Artinskian,290.1,279.3,27298,CA,Yukon
Antiquatonia sp.,genus,27100,Antiquatonia,genus,27100,Artinskian,290.1,279.3,3813,CA,Yukon
Dyoros (Dyoros) pseudotrapezoidalis,species,140134,Dyoros (Dyoros) pseudotrapezoidalis,species,140132,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
Uraloproductus sp. B informal,genus,28108,Uraloproductus,genus,28108,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Globiella costellata,species,201721,Cimmeriella costellata,species,201721,Sakmarian,295.5,290.1,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Sakmarian,295.5,290.1,27298,CA,Yukon
Callaiapsida pentameroides,species,185424,Callaiapsida pentameroides,species,185423,Sakmarian,295.5,290.1,27298,CA,Yukon
Ogilviecoelia inflata,species,201727,Ogilviecoelia inflata,species,201727,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Artinskian,290.1,279.3,29758,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Artinskian,290.1,279.3,27298,CA,Yukon
Tityrophoria nelsoni,species,201720,Tityrophoria nelsoni,species,201720,Artinskian,290.1,279.3,27298,CA,Yukon
Globiella costellata,species,201721,Cimmeriella costellata,species,201721,Artinskian,290.1,279.3,27298,CA,Yukon
Septacamera n. sp. triangulata,species,201724,Septacamera triangulata,species,201724,Artinskian,290.1,279.3,27298,CA,Yukon
Callaiapsida pentameroides,species,185424,Callaiapsida pentameroides,species,185423,Artinskian,290.1,279.3,27298,CA,Yukon
Orthotetes n. sp. canadensis,species,201715,Orthotetes canadensis,species,201715,Sakmarian,295.5,290.1,27298,CA,Yukon
Dyoros (Dyoros) pseudotrapezoidalis,species,140134,Dyoros (Dyoros) pseudotrapezoidalis,species,140132,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
Rugaria ? sp.,genus,27894,Rugaria,genus,27894,Sakmarian,295.5,290.1,27298,CA,Yukon
Krotovia pustulata,species,186365,Krotovia pustulata,species,186364,Sakmarian,295.5,290.1,27298,CA,Yukon
Kozlowskia sp.,genus,27518,Kozlowskia,genus,27518,Sakmarian,295.5,290.1,27298,CA,Yukon
Rugivestis n. sp. arctica,species,168671,Rugivestis arctica,species,168671,Sakmarian,295.5,290.1,27298,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha parvispinosa,species,192345,Waagenoconcha parvispinosa,species,192345,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha permocarbonica,species,166440,Waagenoconcha permocarbonica,species,166440,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Sakmarian,295.5,290.1,27298,CA,Yukon
Linoproductus dorotheevi,species,169732,Linoproductus dorotheevi,species,169731,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Callaiapsida pentameroides,species,185424,Callaiapsida pentameroides,species,185423,Sakmarian,295.5,290.1,27298,CA,Yukon
Hustedia cf. remota,species,125258,Hustedia remota,species,125257,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Neospirifer sp.,genus,29458,Neospirifer,genus,29458,Sakmarian,295.5,290.1,27298,CA,Yukon
Domokhotia n. sp. junglensis,species,201735,Domokhotia junglensis,species,201735,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia n. sp. canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Acanthopecten licharewi,species,128590,Acanthopecten licharewi,species,128589,Sakmarian,295.5,290.1,27298,CA,Yukon
Exochorhynchus similis,species,146271,Exochorhynchus similis,species,129520,Sakmarian,295.5,290.1,27298,CA,Yukon
Domokhotia junglensis,species,201735,Domokhotia junglensis,species,201735,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Linoproductus dorotheevi,species,169732,Linoproductus dorotheevi,species,169731,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella saranae,species,128887,Spiriferella saranae,species,128885,Sakmarian,295.5,290.1,29759,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Sakmarian,295.5,290.1,27298,CA,Yukon
Komiella omolonensis,species,186775,Komiella omolonensis,species,186697,Sakmarian,295.5,290.1,27298,CA,Yukon
Krotovia pustulata,species,186365,Krotovia pustulata,species,186364,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Anemonaria auriculata,species,201718,Anemonaria auriculata,species,201718,Sakmarian,295.5,290.1,27298,CA,Yukon
Rugivestis arctica,species,168671,Rugivestis arctica,species,168671,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha parvispinosa,species,192345,Waagenoconcha parvispinosa,species,192345,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha permocarbonica,species,166440,Waagenoconcha permocarbonica,species,166440,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Thamnosia spinosa,species,123463,Thamnosia spinosa,species,123463,Sakmarian,295.5,290.1,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Sakmarian,295.5,290.1,27298,CA,Yukon
Antiquatonia cooperi,species,128878,Antiquatonia cooperi,species,128878,Sakmarian,295.5,290.1,27298,CA,Yukon
Sowerbina bullocki,species,128881,Bruntonia bullocki,species,128880,Sakmarian,295.5,290.1,27298,CA,Yukon
Schrenkiella sp.,genus,27924,Schrenkiella,genus,27924,Sakmarian,295.5,290.1,27298,CA,Yukon
Globiella costellata,species,201721,Cimmeriella costellata,species,201721,Sakmarian,295.5,290.1,27298,CA,Yukon
Terrakea ? sp.,genus,28056,Terrakea,genus,28056,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Sakmarian,295.5,290.1,27298,CA,Yukon
Callaiapsida pentameroides,species,185424,Callaiapsida pentameroides,species,185423,Sakmarian,295.5,290.1,27298,CA,Yukon
Yukonospirifer yukonensis,species,201729,Yukonospirifer yukonensis,species,201729,Sakmarian,295.5,290.1,27298,CA,Yukon
Tumarinia yukonica,species,201730,Tumarinia yukonica,species,201730,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella saranae,species,128887,Spiriferella saranae,species,128885,Sakmarian,295.5,290.1,27298,CA,Yukon
Neospirifer sp.,genus,29458,Neospirifer,genus,29458,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
Brachythyris sp.,genus,29134,Brachythyris,genus,29134,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Acanthopecten licharewi,species,128590,Acanthopecten licharewi,species,128589,Sakmarian,295.5,290.1,27298,CA,Yukon
Etheripecten sp. B informal,genus,16645,Etheripecten,genus,16645,Sakmarian,295.5,290.1,27298,CA,Yukon
Exochorhynchus similis,species,146271,Exochorhynchus similis,species,129520,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha permocarbonica,species,166440,Waagenoconcha permocarbonica,species,166440,Sakmarian,295.5,290.1,27298,CA,Yukon
Antiquatonia cooperi,species,128878,Antiquatonia cooperi,species,128878,Sakmarian,295.5,290.1,27298,CA,Yukon
Anidanthus cf. boikowi,species,128580,Anidanthus boikowi,species,128579,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Exochorhynchus similis,species,146271,Exochorhynchus similis,species,129520,Sakmarian,295.5,290.1,27298,CA,Yukon
Rhynoleichus n. sp. dorsoconvexa,species,201723,Rhynoleichus dorsoconvexa,species,201723,Sakmarian,295.5,290.1,27298,CA,Yukon
Liosotella n. sp. compacta,species,201717,Liosotella compacta,species,201717,Artinskian,290.1,279.3,27298,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Artinskian,290.1,279.3,27298,CA,Yukon
Anidanthus cf. boikowi,species,128580,Anidanthus boikowi,species,128579,Artinskian,290.1,279.3,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Artinskian,290.1,279.3,27298,CA,Yukon
Rhynoleichus dorsoconvexa,species,201723,Rhynoleichus dorsoconvexa,species,201723,Artinskian,290.1,279.3,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Artinskian,290.1,279.3,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Artinskian,290.1,279.3,27298,CA,Yukon
Neospirifer sp.,genus,29458,Neospirifer,genus,29458,Artinskian,290.1,279.3,27298,CA,Yukon
Etheripecten sp. A informal,genus,16645,Etheripecten,genus,16645,Artinskian,290.1,279.3,27298,CA,Yukon
Orthotichia morganiana,species,190997,Orthotichia morganiana,species,190996,Sakmarian,295.5,290.1,27298,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
n. gen. Tubersulculus n. sp. maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,29758,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Sakmarian,295.5,290.1,27298,CA,Yukon
Antiquatonia cooperi,species,128878,Antiquatonia cooperi,species,128878,Sakmarian,295.5,290.1,27298,CA,Yukon
Globiella costellata,species,201721,Cimmeriella costellata,species,201721,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Rhynoleichus dorsoconvexa,species,201723,Rhynoleichus dorsoconvexa,species,201723,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Lepidospirifer ? sp.,genus,29402,Lepidospirifer,genus,29402,Sakmarian,295.5,290.1,27298,CA,Yukon
Spirelytha fredericksi,species,126444,Spirelytha fredericksi,species,126444,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Streblochondria sp.,genus,17053,Streblochondria,genus,17053,Sakmarian,295.5,290.1,27298,CA,Yukon
Spirelytha sp.,genus,29637,Spirelytha,genus,29637,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,29759,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Cancrinella cancriniformis,species,128474,Cancrinella cancriniformis,species,128473,Sakmarian,295.5,290.1,27298,CA,Yukon
Stenoscisma mutabilis,species,177508,Stenoscisma mutabilis,species,177507,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella saranae,species,128887,Spiriferella saranae,species,128885,Sakmarian,295.5,290.1,27298,CA,Yukon
Neospirifer sp.,genus,29458,Neospirifer,genus,29458,Sakmarian,295.5,290.1,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Sakmarian,295.5,290.1,27298,CA,Yukon
Anidanthus cf. boikowi,species,128580,Anidanthus boikowi,species,128579,Artinskian,290.1,279.3,27298,CA,Yukon
Timaniella n. sp. convexa,species,201734,Timaniella convexa,species,201734,Artinskian,290.1,279.3,27298,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Artinskian,290.1,279.3,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Artinskian,290.1,279.3,27298,CA,Yukon
Linoproductus dorotheevi,species,169732,Linoproductus dorotheevi,species,169731,Artinskian,290.1,279.3,27298,CA,Yukon
Terrakea ? sp.,genus,28056,Terrakea,genus,28056,Artinskian,290.1,279.3,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Artinskian,290.1,279.3,27298,CA,Yukon
Stenoscisma mutabilis,species,177508,Stenoscisma mutabilis,species,177507,Artinskian,290.1,279.3,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Artinskian,290.1,279.3,27298,CA,Yukon
Deltopecten sp.,genus,16603,Deltopecten,genus,16603,Artinskian,290.1,279.3,27298,CA,Yukon
Exochorhynchus similis,species,146271,Exochorhynchus similis,species,129520,Artinskian,290.1,279.3,27298,CA,Yukon
Dyoros (Dyoros) pseudotrapezoidalis,species,140134,Dyoros (Dyoros) pseudotrapezoidalis,species,140132,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha permocarbonica,species,166440,Waagenoconcha permocarbonica,species,166440,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Neospirifer sp.,genus,29458,Neospirifer,genus,29458,Sakmarian,295.5,290.1,27298,CA,Yukon
Exochorhynchus similis,species,146271,Exochorhynchus similis,species,129520,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Artinskian,290.1,279.3,27298,CA,Yukon
Kozlowskia sp.,genus,27518,Kozlowskia,genus,27518,Artinskian,290.1,279.3,27298,CA,Yukon
Liosotella compacta,species,201717,Liosotella compacta,species,201717,Artinskian,290.1,279.3,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Artinskian,290.1,279.3,27298,CA,Yukon
Anidanthus cf. boikowi,species,128580,Anidanthus boikowi,species,128579,Artinskian,290.1,279.3,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Artinskian,290.1,279.3,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Artinskian,290.1,279.3,29759,CA,Yukon
Spirelytha sp.,genus,29637,Spirelytha,genus,29637,Artinskian,290.1,279.3,27298,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Artinskian,290.1,279.3,27298,CA,Yukon
Waagenoconcha permocarbonica,species,166440,Waagenoconcha permocarbonica,species,166440,Artinskian,290.1,279.3,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Artinskian,290.1,279.3,27298,CA,Yukon
Spiriferella saranae,species,128887,Spiriferella saranae,species,128885,Artinskian,290.1,279.3,27298,CA,Yukon
Spirelytha fredericksi,species,126444,Spirelytha fredericksi,species,126444,Artinskian,290.1,279.3,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Artinskian,290.1,279.3,27298,CA,Yukon
Hustedia cf. remota,species,125258,Hustedia remota,species,125257,Artinskian,290.1,279.3,27298,CA,Yukon
Spiriferellina ? sp.,genus,29640,Spiriferellina,genus,29640,Artinskian,290.1,279.3,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Artinskian,290.1,279.3,27298,CA,Yukon
Tityrophoria nelsoni,species,201720,Tityrophoria nelsoni,species,201720,Artinskian,290.1,279.3,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Artinskian,290.1,279.3,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Artinskian,290.1,279.3,27298,CA,Yukon
Tiramnia canadica,species,201738,Tiramnia canadica,species,201738,Artinskian,290.1,279.3,27298,CA,Yukon
Kozlowskia sp.,genus,27518,Kozlowskia,genus,27518,Sakmarian,295.5,290.1,27298,CA,Yukon
Liosotella compacta,species,201717,Liosotella compacta,species,201717,Sakmarian,295.5,290.1,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Sakmarian,295.5,290.1,27298,CA,Yukon
Schrenkiella sp.,genus,27924,Schrenkiella,genus,27924,Sakmarian,295.5,290.1,27298,CA,Yukon
Protoanidanthus umbonatus,species,201722,Protoanidanthus umbonatus,species,201722,Sakmarian,295.5,290.1,27298,CA,Yukon
Stenoscisma mutabilis,species,177508,Stenoscisma mutabilis,species,177507,Sakmarian,295.5,290.1,27298,CA,Yukon
Ogilviecoelia inflata,species,201727,Ogilviecoelia inflata,species,201727,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella sp.,genus,29639,Spiriferella,genus,229821,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Reticulatia uralica,species,173978,Reticulatia uralica,species,173977,Sakmarian,295.5,290.1,27298,CA,Yukon
Cancrinella singletoni,species,165430,Striapustula singletoni,species,165430,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Orthotichia morganiana,species,190997,Orthotichia morganiana,species,190996,Sakmarian,295.5,290.1,27298,CA,Yukon
Exochorhynchus similis,species,146271,Exochorhynchus similis,species,129520,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Cancrinella singletoni,species,165430,Striapustula singletoni,species,165430,Sakmarian,295.5,290.1,27298,CA,Yukon
Domokhotia junglensis,species,201735,Domokhotia junglensis,species,201735,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Anemonaria auriculata,species,201718,Anemonaria auriculata,species,201718,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Thamnosia spinosa,species,123463,Thamnosia spinosa,species,123463,Sakmarian,295.5,290.1,27298,CA,Yukon
Cancrinella singletoni,species,165430,Striapustula singletoni,species,165430,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Protoanidanthus umbonatus,species,201722,Protoanidanthus umbonatus,species,201722,Sakmarian,295.5,290.1,27298,CA,Yukon
Orthotetes canadensis,species,201715,Orthotetes canadensis,species,201715,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Anemonaria auriculata,species,201718,Anemonaria auriculata,species,201718,Sakmarian,295.5,290.1,27298,CA,Yukon
Calliprotonia inexpectatum,species,128877,Calliprotonia inexpectatum,species,128873,Sakmarian,295.5,290.1,27298,CA,Yukon
Waagenoconcha parvispinosa,species,192345,Waagenoconcha parvispinosa,species,192345,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Cancrinella singletoni,species,165430,Striapustula singletoni,species,165430,Sakmarian,295.5,290.1,27298,CA,Yukon
Globiella costellata,species,201721,Cimmeriella costellata,species,201721,Sakmarian,295.5,290.1,27298,CA,Yukon
Protoanidanthus umbonatus,species,201722,Protoanidanthus umbonatus,species,201722,Sakmarian,295.5,290.1,27298,CA,Yukon
Yakovlevia transversa,species,165414,Yakovlevia transversa,species,165413,Sakmarian,295.5,290.1,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Sakmarian,295.5,290.1,27298,CA,Yukon
Callaiapsida pentameroides,species,185424,Callaiapsida pentameroides,species,185423,Sakmarian,295.5,290.1,27298,CA,Yukon
Tumarinia yukonica,species,201730,Tumarinia yukonica,species,201730,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Domokhotia junglensis,species,201735,Domokhotia junglensis,species,201735,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
